hg,pv,,,,,,,,,
NOAA18-001,D01100,,,,,,,,,
D0A1597,UM33,,,,,,,,,
D07148,D08560,,,,,,,,,
D0A1779,D06988,,,,,,,,,
D0A1100,D06701,,,,,,,,,
D0A1214,D06021,,,,,,,,,
D0A0801,D06962,,,,,,,,,
D0A1056,D06136,,,,,,,,,
D0A1869,D05563,,,,,,,,,
D0B0102,D05765,,,,,,,,,
D0A1648,D00150,,,,,,,,,
D09381,D07107,,,,,,,,,
D0A0993,D08031,,,,,,,,,
D0B0467,D05131,,,,,,,,,
D0A0378,D0A0463,,,,,,,,,
D0B0342,D07807,,,,,,,,,
D0A0760,D0A1508,,,,,,,,,
D06102,D08472,,,,,,,,,
D06101,D0A0366,,,,,,,,,
D03941,D0A0831,,,,,,,,,
D06019,D0A1634,,,,,,,,,
D06905,D07534,,,,,,,,,
D01801,D09627,,,,,,,,,
D04734,D00697,,,,,,,,,
D05963,D0A1288,,,,,,,,,
D05974,R82017L,,,,,,,,,
D08427,D0A1762,,,,,,,,,
D06142,D0A0051,,,,,,,,,
D06147,D08703,,,,,,,,,
D06563,D0A0953,,,,,,,,,
D05231,D06271,,,,,,,,,
D06493,D06255,,,,,,,,,
D05042,D06416,,,,,,,,,
D06322,D06417,,,,,,,,,
D05257,D06419,,,,,,,,,
D06588,D06421,,,,,,,,,
D05309,D06423,,,,,,,,,
D08101,D06871,,,,,,,,,
D07008,D05892,,,,,,,,,
D07310,D05880,,,,,,,,,
D0A0849,D05897,,,,,,,,,
D08300,D05774,,,,,,,,,
D07712,D05772,,,,,,,,,
D08246,D05893,,,,,,,,,
D06252,D06149,,,,,,,,,
D0A0932,D06889,,,,,,,,,
D00574,D08517,,,,,,,,,
D09857,D08152,,,,,,,,,
D0A0203,D06723,,,,,,,,,
D0A0735,D08656,,,,,,,,,
D00686,D05633,,,,,,,,,
D09585,D05888,,,,,,,,,
D07297,D07396,,,,,,,,,
D0A1260,D09561,,,,,,,,,
D09405,D05826,,,,,,,,,
Q41004C-14,D09501,,,,,,,,,
D07994,D00758,,,,,,,,,
D0A1041,D00107,,,,,,,,,
D0A0802,D0A1500,,,,,,,,,
D07460,D09301,,,,,,,,,
D0A1821,D0A1110,,,,,,,,,
D0B0103,D0A0838,,,,,,,,,
D0A0093,D0A0756,,,,,,,,,
D0B0429,D08679,,,,,,,,,
D0A1615,D0A0341,,,,,,,,,
D0B0521,D0A1486,,,,,,,,,
D0B0165,D0A1641,,,,,,,,,
D00722,D0A1192,,,,,,,,,
D05138,D0A0954,,,,,,,,,
D04481,D0A0951,,,,,,,,,
D04118,D0A0952,,,,,,,,,
D06151,D0A0967,,,,,,,,,
D05142,D06424,,,,,,,,,
D06054,D06245,,,,,,,,,
D04721,D06402,,,,,,,,,
D05694,D06408,,,,,,,,,
D05846,D06405,,,,,,,,,
D08407,D06406,,,,,,,,,
D08421,D06410,,,,,,,,,
D06692,D05230,,,,,,,,,
D06732,D06980,,,,,,,,,
D05231,D05229,,,,,,,,,
D00684,D05228,,,,,,,,,
D05047,D05226,,,,,,,,,
D06322,D06855,,,,,,,,,
D05258,D06512,,,,,,,,,
D08104,D08520,,,,,,,,,
D08199,D01847,,,,,,,,,
D08101,D06304,,,,,,,,,
D05080,D05006,,,,,,,,,
D06554,D08530,,,,,,,,,
D09062,D08761,,,,,,,,,
D08300,D06462,,,,,,,,,
D05044,D08811,,,,,,,,,
D00026,D00151,,,,,,,,,
D07711,D07400,,,,,,,,,
P53023C-6,D06148,,,,,,,,,
D0A0627,D00601,,,,,,,,,
D0A0403,D08995,,,,,,,,,
D0A0980,D0A0464,,,,,,,,,
PSB16-01,D09906,,,,,,,,,
D09076,D09302,,,,,,,,,
D09756,D0A1112,,,,,,,,,
D0A0079,D0A0832,,,,,,,,,
P92016L-2,D00708,,,,,,,,,
D09406,D00699,,,,,,,,,
Q41004C-15,D0A0402,,,,,,,,,
D08307,D0A9224,,,,,,,,,
D0A1046,D0A0381,,,,,,,,,
D08841,D0A1285,,,,,,,,,
D0A1268,D0A0212,,,,,,,,,
D00805,D0A0216,,,,,,,,,
D0B0104,D0A0215,,,,,,,,,
D0A0096,D0A0748,,,,,,,,,
D00676,D06414,,,,,,,,,
D0A1462,D06501,,,,,,,,,
Q28017_notag,D06413,,,,,,,,,
D0A0335,D06413,,,,,,,,,
D0A1971,D06504,,,,,,,,,
D08581,D06506,,,,,,,,,
D04482,D06411,,,,,,,,,
D04120,D06513,,,,,,,,,
D06101,D06515,,,,,,,,,
D06695,D06268,,,,,,,,,
D06518,D06511,,,,,,,,,
D01804,D06508,,,,,,,,,
D05695,D06507,,,,,,,,,
D08645,D06403,,,,,,,,,
D08896,D08525,,,,,,,,,
D08423,D07822,,,,,,,,,
D05272,D08527,,,,,,,,,
D05315,D07877,,,,,,,,,
D05489,D08271,,,,,,,,,
D07512,D05008,,,,,,,,,
H0-0086,D05319,,,,,,,,,
H0-0082,D03940,,,,,,,,,
D05257,D00192,,,,,,,,,
D05718,D07045,,,,,,,,,
D08810,D09925,,,,,,,,,
D08809,D05835,,,,,,,,,
K15002L,D00550,,,,,,,,,
D08281,D00703,,,,,,,,,
D09975,D0A1899,,,,,,,,,
D00178,D00154,,,,,,,,,
D07840,D0A1113,,,,,,,,,
D00067,D07749,,,,,,,,,
D07545,D07750,,,,,,,,,
P53023C-8,P53023,,,,,,,,,
D05134,D09175,,,,,,,,,
D0A0405,D0A0213,,,,,,,,,
D0A0238,D0A0754,,,,,,,,,
PSB16-03,D07684,,,,,,,,,
D0A0248,D0A1968,,,,,,,,,
D0A0064,D0A1969,,,,,,,,,
D00721,D08987,,,,,,,,,
D0A1480,D0A1048,,,,,,,,,
P92016L-1,,,,,,,,,,
D09559,,,,,,,,,,
D0A1484,,,,,,,,,,
D0A1482,,,,,,,,,,
D0A1027,,,,,,,,,,
D0A1701,,,,,,,,,,
D0B0101,,,,,,,,,,
D0A0315,,,,,,,,,,
D0A1572,,,,,,,,,,
D0A0996,,,,,,,,,,
D0B0520,,,,,,,,,,
D0A1977,,,,,,,,,,
D0A1005,,,,,,,,,,
D0A1966,,,,,,,,,,
D08742,,,,,,,,,,
D04482,,,,,,,,,,
D04119,,,,,,,,,,
D05852,,,,,,,,,,
D05189,,,,,,,,,,
D06509,,,,,,,,,,
D04720,,,,,,,,,,
D05695,,,,,,,,,,
D08669,,,,,,,,,,
D08164,,,,,,,,,,
D08422,,,,,,,,,,
D08646,,,,,,,,,,
D08317,,,,,,,,,,
D03300,,,,,,,,,,
D08381,,,,,,,,,,
D05049,,,,,,,,,,
D06322,,,,,,,,,,
D06702,,,,,,,,,,
D08105,,,,,,,,,,
D06122,,,,,,,,,,
D06039,,,,,,,,,,
D09399,,,,,,,,,,
D09587,,,,,,,,,,
H03012C-,,,,,,,,,,
D08127,,,,,,,,,,
D07713,,,,,,,,,,
D07397,,,,,,,,,,
D07511,,,,,,,,,,
P53023C-7,,,,,,,,,,
D05133,,,,,,,,,,
D0A0405,,,,,,,,,,
D09540,,,,,,,,,,
PSB16-02,,,,,,,,,,
D05867,,,,,,,,,,
D0A0498,,,,,,,,,,
NOAA18-002,,,,,,,,,,
D0A1488,,,,,,,,,,
D09407,,,,,,,,,,
Q41004C-2,,,,,,,,,,
D0A1483,,,,,,,,,,
R06025C-5,,,,,,,,,,
D0A0803,,,,,,,,,,
D0A1265,,,,,,,,,,
D0B0100,,,,,,,,,,
D0B0104,,,,,,,,,,
D0A0359,,,,,,,,,,
D0A1252,,,,,,,,,,
D0A1973,,,,,,,,,,
D0B0401,,,,,,,,,,
D07986,,,,,,,,,,
D0A1969,,,,,,,,,,
